"household_id","n_parcelles","n_parcelles_valides","superficie_totale_ha"
320055,4,2,0.05718
320056,1,0,NA
320057,1,0,NA
320061,1,0,NA
320074,3,2,0.075388
320076,3,3,0.258949998
320077,1,0,NA
320078,2,1,0.014592
320181,5,0,NA
320182,7,6,0.988450991
320183,3,2,0.40409001
320184,1,1,0.087467999
320186,3,2,0.48065999
320191,5,4,0.338194
329001,2,2,0.3976
329002,2,2,0.66705
329003,5,4,0.343737001
329005,2,2,0.157479001
329006,1,1,0.089522998
329007,3,3,0.157881998
329009,7,7,0.738674008
329010,2,1,0.031298001
329011,8,7,0.572295998
329012,2,2,0.247810001
329014,2,0,NA
329015,1,0,NA
329017,2,0,NA
329018,1,0,NA
329020,1,0,NA
329029,2,0,NA
329030,1,0,NA
329034,1,0,NA
329049,7,5,0.83861
329050,5,4,1.95145
329053,3,2,0.125596
329054,5,2,0.36844
329055,6,5,1.00244999
329056,4,1,0.25073999
329057,3,3,0.276921998
329058,3,2,0.099779001
329059,4,3,0.272337
329060,4,3,0.393349999
329061,5,4,1.53364996
329062,10,9,3.50058998
329063,5,4,0.546456997
329065,3,2,0.38847001
329066,7,6,1.800923993
329067,1,0,NA
329068,3,3,0.47992
329070,3,1,0.18237
329071,2,1,0.15976
329073,2,1,0.10462
329074,1,0,NA
329075,1,0,NA
329076,4,3,0.149777001
329078,5,3,0.133045
329079,2,1,0.14058
329080,2,1,0.041376001
329081,1,0,NA
329082,2,1,0.16742
329085,7,3,0.601450002
329088,8,6,1.231265971
329089,7,5,1.01447699
329090,10,8,1.84727301
329091,5,4,1.26036
329092,8,7,1.077342991
329093,3,2,0.34152
329095,6,4,1.554626007
329096,6,4,0.204961999
330031,6,6,2.831118119
330032,1,1,2.8275
330033,2,2,0.31974
330034,7,7,2.345226031
330035,1,1,5.1655
330036,1,1,1.447
330037,2,2,3.09698
330039,3,3,2.63752001
330040,3,3,0.80212
330051,2,2,1.32011001
330052,5,4,2.56719004
330053,1,1,0.4661
330055,2,2,1.17643999
330056,3,2,1.40252998
330057,5,4,3.272651008
330058,7,7,2.57357998
330059,2,2,0.67326999
330060,3,3,1.32206999
330061,6,6,3.23953004
330062,2,2,0.53635001
330063,4,4,2.11291001
330064,5,4,1.88071001
330065,1,1,0.72443999
330066,2,2,0.72066001
330067,4,4,1.18334998
330068,3,3,1.22253001
330069,2,2,1.80052002
330070,3,3,1.159645041
339001,4,4,1.12096002
339002,1,1,1.1545
339003,1,1,0.28203999
339004,3,3,0.52213499
339005,4,4,0.649822
339006,3,3,0.637677999
339009,1,1,0.22623999
339010,2,2,1.33463003
339011,3,3,0.262408004
339012,2,2,0.228814003
339013,4,0,NA
339014,2,0,NA
339015,2,0,NA
339016,2,0,NA
339017,3,0,NA
339018,3,0,NA
339020,2,0,NA
339021,3,0,NA
339022,3,0,NA
339023,3,0,NA
339026,5,3,1.19851002
339027,4,4,0.803811009
339028,2,2,0.142806
339029,3,3,1.17
339030,5,5,2.19304002
339031,2,2,0.78907
339032,10,4,0.71082
339033,9,4,1.660849998
339034,10,7,1.654294988
339037,6,6,0.754227008
339038,4,4,0.48628401
339040,3,3,1.96682
339042,8,8,2.01342401
339043,4,4,0.560516
339044,1,1,0.41662002
339045,5,5,0.542177991
339046,7,7,1.09553
339047,5,5,2.21827002
339048,8,8,1.75415898
340032,3,3,4.1407
340033,2,2,0.99925
340035,2,2,1.74695
340036,3,3,1.67778001
340037,3,3,3.33117002
340038,1,1,3.4563
340039,2,2,4.28765
340040,3,3,1.89097998
340051,2,2,0.84328001
340052,3,3,2.67171997
340053,3,3,1.58713999
340054,4,3,1.11891997
340056,2,2,1.09095
340057,3,3,1.53553001
340058,3,3,1.21539997
340059,3,0,NA
340060,4,3,1.71030001
340081,3,1,0.039779999
340086,1,1,0.74142998
340087,2,1,2.8527
340088,2,0,NA
340089,2,1,1.7034
340090,1,0,NA
349002,2,2,4.0913
349003,1,1,1.0301
349004,2,2,8.1767
349005,2,2,2.36642998
349007,1,0,NA
349008,2,2,2.14894
349009,1,1,0.1139
349010,3,3,7.3452
349011,2,2,2.05717002
349012,3,2,1.52923003
349014,2,2,2.5373
349015,2,2,3.00875
349016,2,2,0.79455001
349017,1,1,1.1661
349018,2,2,2.4046
349019,2,2,1.81796
349020,2,2,2.12932998
349021,2,2,2.5804
349022,3,3,5.81734
349024,1,1,1.3378
349025,2,2,0.271594999
349026,2,2,0.338215999
349027,1,1,0.79527002
349028,4,4,4.47797998
349029,1,1,0.10395
349030,3,3,1.35432999
349031,1,0,NA
349032,3,3,0.98353998
349034,3,1,1.9227
349036,2,2,1.42245005
349037,1,1,0.53452002
349038,1,0,NA
349039,1,1,0.71657998
349041,1,0,NA
349043,1,1,0.63055
349046,1,0,NA
349047,1,1,0.22327
349050,3,3,2.85495996
349051,2,2,1.15889
349052,2,2,4.02632
349053,2,2,1.32481001
349054,1,1,0.29831
349055,2,2,4.49445
349056,2,2,5.9858
349057,2,2,5.78162998
349059,3,2,3.0154
349060,2,1,3.0963
349061,2,2,3.52997998
349062,1,1,0.50472002
349063,1,1,0.44117002
349064,2,1,0.15204
349066,2,2,0.77171001
349067,2,2,0.073142001
349068,3,3,0.27554
349069,2,2,0.72135
349071,2,2,2.6253
349072,2,2,0.82073999
349073,3,2,0.10277
349075,2,1,0.011949
349077,1,0,NA
349078,1,0,NA
349080,2,1,0.055925
349081,1,0,NA
349083,1,0,NA
349084,1,0,NA
349085,2,2,3.372690002
349086,1,1,0.55028999
349087,2,2,0.69896997
349088,3,3,0.85231
349089,3,3,0.403744
349090,2,2,1.34797002
349091,1,1,0.25577
349092,3,3,0.85149199
349093,3,3,1.13503
349095,2,2,0.38243001
349109,1,0,NA
350061,2,1,1.6477
350062,2,1,2.0859
350063,2,1,1.7341
350064,3,2,4.2894
350065,3,2,1.8758
350066,2,1,5.9481
350067,3,2,6.2832
350068,3,2,1.8788
350069,2,1,2.1695
350070,2,1,2.563
359002,2,1,0.93482002
359003,3,2,8.7815
359004,3,2,5.7091
359005,3,2,4.1261
359006,2,1,4.6169
359007,3,2,2.12235
359008,2,1,1.8487
359009,3,2,6.10301
359010,2,1,2.3294
359011,3,2,6.2338
359013,3,2,1.3898
359015,2,1,3.924
359018,3,1,1.1777
359019,2,1,0.9862
359020,2,1,0.57242002
359021,3,2,4.29697002
359023,2,1,3.6183
359025,1,0,NA
359027,1,1,1.343
359029,3,1,0.9759
359030,1,0,NA
359031,2,1,1.8365
359032,2,1,1.0368
359033,2,1,1.5108
359034,2,1,1.1675
359035,2,1,1.4517
359037,3,2,1.8757
359038,2,1,3.8834
359039,2,1,0.96065996
359041,2,1,1.8151
359043,2,1,0.8424
359044,1,0,NA
359045,2,1,5.5397
359046,2,1,2.0385
359048,2,1,0.345
359049,2,1,0.37873
359051,2,1,0.55721
359053,3,2,1.0852
359054,3,2,0.98818999
359055,2,1,1.124
359056,2,1,0.69768999
359057,1,1,1.4002
359058,1,1,1.2888
359059,1,1,1.243
359060,2,1,2.2886
359062,1,0,NA
359066,2,0,NA
359067,2,0,NA
359068,1,1,0.83069
359070,2,0,NA
359071,1,1,0.83837
359072,2,1,1.5231
360031,1,1,0.45061
360032,1,1,0.65105
360033,2,2,0.51403
360034,2,2,0.53845
360035,1,1,0.18635
360036,2,2,0.33897
360037,1,1,0.33833999
360038,2,2,0.71444
360039,1,1,0.27329
360040,2,2,0.55579
360041,4,3,1.20776998
360043,3,2,0.74548
360044,4,3,1.29566998
360045,4,3,1.35891001
360046,4,3,1.15803999
360047,2,1,0.35246001
360048,4,3,1.16434002
360049,3,2,0.77906001
360050,3,2,0.74793003
360081,4,3,0.98848
360082,3,2,0.89772002
360083,2,1,0.29775
360084,2,1,0.60155
360085,3,2,0.94559
360086,3,2,0.86192002
360087,3,2,0.63906001
360088,3,2,0.81707999
360089,3,2,1.02064
360090,3,2,1.0122
369001,5,4,1.31455999
369002,2,1,0.65356001
369003,2,1,0.38848999
369004,4,3,1.02323
369005,3,2,0.61016999
369006,3,2,0.7389
369007,2,1,0.11058
369008,3,2,0.58676001
369025,3,2,0.72204
369026,2,1,0.53283
369027,2,0,NA
369028,3,2,2.0834
369030,1,0,NA
369031,2,1,0.294
369032,1,0,NA
369033,1,0,NA
369035,3,2,0.55701001
369036,3,2,0.63433999
369038,4,3,1.16091999
369039,3,2,0.76272998
369040,4,3,1.07750001
369041,2,2,0.65697
369042,3,2,0.50712001
369043,3,2,1.01435999
369044,3,2,0.46205
369046,3,2,0.74238001
369047,3,2,0.72766
369048,3,2,0.98942002
369049,3,2,0.87851001
369050,3,2,1.04491001
370002,1,0,NA
370004,1,0,NA
370005,1,0,NA
370010,1,0,NA
370011,1,0,NA
370013,1,0,NA
370017,1,1,0.20523
370018,4,4,3.23087002
370019,3,3,2.99452
370020,3,2,0.224384999
370024,1,0,NA
379003,1,0,NA
379006,1,1,0.33248999
379008,2,0,NA
379009,1,0,NA
379010,2,0,NA
379011,1,0,NA
379013,5,0,NA
379016,1,0,NA
379021,2,0,NA
379022,1,0,NA
379039,2,1,0.37645
379041,1,1,0.71292998
379043,1,0,NA
379044,1,0,NA
379045,1,0,NA
379046,3,0,NA
379047,3,0,NA
379048,3,0,NA
379050,1,0,NA
379054,2,0,NA
379055,1,0,NA
379059,1,0,NA
379061,1,0,NA
379063,1,1,0.62122998
379064,3,3,7.429994
379065,2,1,0.68686001
379066,2,2,0.85060001
379069,2,2,0.53841
379070,3,3,1.31928001
379071,1,1,1.5591
379072,3,0,NA
379073,6,3,1.020738
379075,6,5,1.1965
379077,3,3,2.38862002
379078,1,1,1.2033
379079,4,4,4.78733994
379080,1,1,4.8359
379081,2,1,0.42007002
379082,3,2,0.72744
379083,2,2,2.17037002
379084,3,0,NA
379085,3,2,0.75243001
379086,2,2,1.58632002
379087,3,2,0.63815001
379089,4,4,3.52143005
379090,8,7,4.64260999
379091,3,2,0.54265999
379092,2,2,5.38418
379093,2,2,1.24183999
379094,2,2,1.16508
379096,2,2,1.67479004
379104,1,0,NA
379105,1,0,NA
379109,3,0,NA
379111,1,0,NA
379112,1,0,NA
379121,1,0,NA
379127,2,2,0.692378991
